128;152308;1;1;1237380440
142;598;1;1;1237383077
142;334;1;1;1237383152
142;247281;1;1;1237383272
142;587;1;1;1237383462
142;596;1;1;1237383534
142;3084;1;1;1237383801
246;221351;1;1;1237409416
237;19198;1;1;1237406247
237;19204;1;1;1237406169
246;251959;1;1;1237409940
247;26741;1;1;1237410753
262;137128;1;1;1237413639
325;11840;1;1;1237459289
314;956;1;1;1237455400
534;20236;1;1;1237549048
382;263468;1;1;1237473957
398;187622;1;1;1237478280
413;174271;1;1;1237482603
413;174210;1;1;1237482603
531;131475;1;1;1237548578
549;176704;1;1;1237559683
549;176701;1;1;1237555491
652;176697;1;1;1237611180
652;176701;1;1;1237611180
652;176704;1;1;1237611180
652;176713;1;1;1237611180
652;176717;1;1;1237611180
652;176723;1;1;1237611180
652;176729;1;1;1237611180
652;176741;1;1;1237611180
652;176747;1;1;1237611180
652;176753;1;1;1237611180
652;176758;1;1;1237611180
857;170001;1;1;1237746155
919;196250;1;1;1237779452
922;11845;1;1;1237784040
923;5635;1;1;1237785533
924;35107;1;1;1237786306
1010;308727;1;1;1237817671
1095;26974;1;1;1237831119
1131;194060;1;1;1237837867
1131;143926;1;1;1237838408
1136;114422;1;1;1237839299
1194;35105;1;1;1237876459
1335;170000;1;1;1237908524
1335;170001;1;1;1237908560
1391;176701;1;1;1237917662
1391;25707;1;1;1237917242
1391;176704;1;1;1237917661
1391;221497;1;1;1237917661
1391;221530;1;1;1237917662
1391;215624;1;1;1237917662
1391;221547;1;1;1237917662
1391;176741;1;1;1237917662
1391;176723;1;1;1237917662
1391;215748;1;1;1237917662
1391;215623;1;1;1237917662
1391;221498;1;1;1237917662
1391;221544;1;1;1237917662
1391;176747;1;1;1237917662
1391;221545;1;1;1237917662
1391;176713;1;1;1237917662
1391;215743;1;1;1237917662
1391;215745;1;1;1237917662
1391;176717;1;1;1237917662
1391;176758;1;1;1237917662
1391;176729;1;1;1237917662
1391;221519;1;1;1237917663
1391;176697;1;1;1237917663
1391;215742;1;1;1237917663
1433;176701;1;1;1237928069
1488;953;1;1;1237961245
1532;35107;1;1;1237974080
1637;176704;1;1;1237988956
1647;225247;1;1;1237990373
1647;225243;1;1;1237990373
1647;225249;1;1;1237990373
1647;225621;1;1;1237990373
1647;225254;1;1;1237990373
1814;29751;1;1;1238027501
2003;8565;1;1;1238086929
2003;8561;1;1;1238086912
1941;78476;1;1;1238076607
2031;309856;1;1;1238094044
2058;586;1;1;1238101473
2195;81016;1;1;1238152273
2195;81020;1;1;1238152273
2200;108587;1;1;1238152896
2195;81024;1;1;1238152273
2195;81026;1;1;1238152273
2195;81018;1;1;1238152273
2195;81025;1;1;1238152273
2195;81023;1;1;1238152273
2282;196259;1;1;1238166673
2277;191510;1;1;1238166147
2292;218028;1;1;1238168673
2291;8559;1;1;1238168954
2316;19198;1;1;1238174345
2446;221334;1;1;1238246554
2484;182659;1;1;1238254281
2484;182666;1;1;1238254671
2536;946;1;1;1238266943
2536;5800;1;1;1238266936
2536;26748;1;1;1238266995
2536;196219;1;1;1238267163
2617;270422;1;1;1238325826
2617;249122;1;1;1238325802
2617;2164;1;1;1238322329
2617;15662;1;1;1238323562
2617;25248;1;1;1238325007
2617;18937;1;1;1238325558
2688;159011;1;1;1238347225
2688;25708;1;1;1238347749
2688;29863;1;1;1238348865
2688;196257;1;1;1238350384
2688;25383;1;1;1238351103
2701;4632;1;1;1238352450
2701;956;1;1;1238352504
2701;103653;1;1;1238352522
2701;950;1;1;1238352573
2701;4628;1;1;1238352631
2688;170948;1;1;1238353033
2756;174210;1;1;1238390021
2810;176701;1;1;1238409695
2810;135657;1;1;1238409745
2810;35349;1;1;1238409819
2810;33177;1;1;1238409857
2810;49587;1;1;1238409931
2845;85818;1;1;1238416584
2845;25707;1;1;1238416366
2845;95237;1;1;1238416498
2867;174210;1;1;1238422110
2867;5783;1;1;1238421815
2867;14016;1;1;1238421907
2867;25219;1;1;1238421987
2862;183725;1;1;1238421082
2866;314282;1;1;1238421275
2867;12302;1;1;1238422089
2867;175333;1;1;1238422191
2881;265762;1;1;1238425548
2881;265716;1;1;1238425652
2881;266093;1;1;1238425702
2881;9529;1;1;1238427472
2881;305481;1;1;1238428579
2881;309263;1;1;1238428805
2881;309528;1;1;1238429039
2881;309532;1;1;1238429089
2881;309544;1;1;1238429225
2881;306685;1;1;1238429281
2910;29863;1;1;1238430736
2881;302910;1;1;1238431360
3000;33765;1;1;1238451112
3043;66942;1;1;1238461184
3043;233340;1;1;1238461666
3063;162030;1;1;1238478313
3118;946;1;1;1238488720
3118;171146;1;1;1238488815
3118;143348;1;1;1238488901
3118;35107;1;1;1238488968
3118;90048;1;1;1238489136
3118;39994;1;1;1238489201
3118;330;1;1;1238489418
3118;22890;1;1;1238489636
3118;42765;1;1;1238489795
3118;88000;1;1;1238489864
3133;215745;1;1;1238491165
3133;215740;1;1;1238491100
3133;221545;1;1;1238491151
3173;162025;1;1;1238496486
3173;7358;1;1;1238496587
3173;81742;1;1;1238496696
3173;242384;1;1;1238497007
3265;25708;1;1;1238511122
3295;159011;1;1;1238517714
3309;154756;1;1;1238520909
3309;18501;1;1;1238522316
3309;12113;1;1;1238522670
3327;592;1;1;1238523204
3400;74470;1;1;1238546730
3400;74466;1;1;1238546730
3400;74465;1;1;1238546730
3400;74467;1;1;1238546730
3400;74468;1;1;1238546730
3400;74469;1;1;1238546730
3400;74471;1;1;1238546730
3400;74472;1;1;1238546730
3400;74473;1;1;1238546730
3400;74474;1;1;1238546730
3400;74475;1;1;1238546730
3400;74476;1;1;1238546730
3400;74477;1;1;1238546730
3400;74478;1;1;1238546730
3460;34403;1;1;1238574590
3477;330;1;1;1238575770
3562;176701;1;1;1238588450
3569;330;1;1;1238590099
3587;598;1;1;1238594616
3612;162025;1;1;1238598885
3625;110635;1;1;1238601957
3633;146978;1;1;1238603931
3658;108580;1;1;1238612920
3658;2165;1;1;1238613866
3683;33765;1;1;1238620574
3730;134591;1;1;1238653913
3757;946;1;1;1238662642
3758;175329;1;1;1238663105
3786;73150;1;1;1238668348
3786;29862;1;1;1238668070
3786;211969;1;1;1238668197
3786;221334;1;1;1238668234
3786;92051;1;1;1238668425
3786;17957;1;1;1238668638
3786;29866;1;1;1238668993
3786;25708;1;1;1238669008
3786;29751;1;1;1238669316
3815;309263;1;1;1238672883
3788;177570;1;1;1238673914
3928;120306;1;1;1238705762
3928;120318;1;1;1238705801
3927;5792;1;1;1238709727
3927;178390;1;1;1238709625
3970;250823;1;1;1238743893
3971;196219;1;1;1238744289
3971;196221;1;1;1238744295
3971;196222;1;1;1238744299
3971;196223;1;1;1238744303
3971;196225;1;1;1238744307
3981;81016;1;1;1238748194
3998;221351;1;1;1238751228
3998;233936;1;1;1238751333
3998;233877;1;1;1238751474
3998;15662;1;1;1238752508
3998;8311;1;1;1238752863
3998;8309;1;1;1238753498
4035;950;1;1;1238758518
4035;948;1;1;1238758572
4035;47669;1;1;1238758612
4064;26436;1;1;1238766687
4064;242626;1;1;1238765135
4064;587;1;1;1238765439
4064;151044;1;1;1238765674
4064;26432;1;1;1238766764
4064;149279;1;1;1238765944
4064;25385;1;1;1238766043
4064;201905;1;1;1238767180
4064;25250;1;1;1238767277
4092;103885;1;1;1238771086
4092;141023;1;1;1238771114
4182;2523;1;1;1238801768
4211;309856;1;1;1238834188
4211;25381;1;1;1238838645
4211;25708;1;1;1238834866
4211;126250;1;1;1238836299
4211;48907;1;1;1238836690
4211;52809;1;1;1238837413
4211;25383;1;1;1238838277
4211;26432;1;1;1238838324
4211;25387;1;1;1238838368
4211;25250;1;1;1238838415
4211;26431;1;1;1238838446
4211;25244;1;1;1238838530
4211;25389;1;1;1238838566
4211;26436;1;1;1238838724
4211;25385;1;1;1238838803
4211;25246;1;1;1238838878
4211;25253;1;1;1238839053
4402;309257;1;1;1238919245
4402;309258;1;1;1238919506
4474;26402;1;1;1238954431
4487;196219;1;1;1238961442
4510;221498;1;1;1238979125
4510;8305;1;1;1238981893
4510;215745;1;1;1238984627
4510;211295;1;1;1238986254
4510;8565;1;1;1238988478
4574;218553;1;1;1239011641
4583;78593;1;1;1239012754
4605;173545;1;1;1239018712
4611;196223;1;1;1239020161
4623;170946;1;1;1239022785
4623;8561;1;1;1239022808
4638;8309;1;1;1239027826
4638;94795;1;1;1239028455
4638;94799;1;1;1239028520
4638;94797;1;1;1239184601
5107;2523;1;1;1239184287
4638;26402;1;1;1239029419
4638;26219;1;1;1239029485
4638;160986;1;1;1239029523
4723;34402;1;1;1239047084
4723;26563;1;1;1239047020
4705;34402;1;1;1239044155
4705;2523;1;1;1239043541
4705;5340;1;1;1239043546
4705;2527;1;1;1239043552
4705;5346;1;1;1239043561
4705;332;1;1;1239044437
4705;335;1;1;1239044458
4716;26742;1;1;1239045174
4716;26737;1;1;1239045174
4723;14786;1;1;1239047000
4723;5340;1;1;1239046982
4723;34409;1;1;1239047222
4723;110657;1;1;1239047326
4723;148237;1;1;1239047340
4723;34403;1;1;1239047639
4842;3078;1;1;1239094799
4845;14508;1;1;1239095148
4638;946;1;1;1239095717
4638;263465;1;1;1239095959
4859;113554;1;1;1239098819
4900;26402;1;1;1239107791
4638;44161;1;1;1239111131
4638;143352;1;1;1239111274
4638;20943;1;1;1239111579
4638;221334;1;1;1239111670
5099;8312;1;1;1239183440
4638;26175;1;1;1239112802
4925;176701;1;1;1239113139
5099;8305;1;1;1239183425
4927;81016;1;1;1239113491
4980;14728;1;1;1239127863
5044;81740;1;1;1239160808
5086;131475;1;1;1239179633
5107;958;1;1;1239184055
5107;956;1;1;1239184055
5107;953;1;1;1239184055
5107;952;1;1;1239184055
5107;951;1;1;1239184055
5107;949;1;1;1239184055
5107;948;1;1;1239184055
5107;947;1;1;1239184055
5107;946;1;1;1239184055
5099;108303;1;1;1239183033
5107;15658;1;1;1239184893
5107;15662;1;1;1239184956
5107;15664;1;1;1239185013
5107;15655;1;1;1239185163
5107;221334;1;1;1239185387
5107;221398;1;1;1239185456
5107;233877;1;1;1239185566
5107;221455;1;1;1239185605
5107;296240;1;1;1239185884
5107;296237;1;1;1239185937
5107;296236;1;1;1239185949
5107;103624;1;1;1239186045
5352;81016;1;1;1239274118
5568;78476;1;1;1239356765
5385;208937;1;1;1239281369
5436;177574;1;1;1239292175
5519;20237;1;1;1239333087
5527;281945;1;1;1239344557
5548;336;1;1;1239351152
5575;26431;1;1;1239358293
5575;26430;1;1;1239358267
5575;26438;1;1;1239358166
5575;26433;1;1;1239358193
5575;25250;1;1;1239358205
5575;25381;1;1;1239358213
5575;25379;1;1;1239358220
5575;25251;1;1;1239358242
5601;162025;1;1;1239367488
5644;34406;1;1;1239377413
5639;12306;1;1;1239375872
5770;197084;1;1;1239449172
5770;108580;1;1;1239449137
5770;42305;1;1;1239449126
5770;81740;1;1;1239447304
5770;87850;1;1;1239447398
5770;206596;1;1;1239447507
5770;2170;1;1;1239448278
5770;177570;1;1;1239449076
5770;56443;1;1;1239449110
5770;92051;1;1;1239449096
5770;176701;1;1;1239448802
5770;56442;1;1;1239449688
5770;182154;1;1;1239449300
5770;211303;1;1;1239449475
5770;26986;1;1;1239449710
5770;12306;1;1;1239449732
5800;15655;1;1;1239459377
5812;47399;1;1;1239463822
5957;249092;1;1;1239537414
6003;42503;1;1;1239553420
