257808;2412;0.9000;0.5;1198004950
2;28;0.8000;0.5;1103816182
12;28;0.5000;0.5;1104008155
18;28;0.7000;0.5;1104249645
18;31;0.6000;0.5;1104321400
60;25;0.8000;0.5;1104331282
18;29;0.7000;0.5;1104332456
18;24;0.8000;0.5;1104332634
18;33;0.9000;0.5;1104333532
85;31;0.8000;0.5;1104403856
37;33;0.7000;0.5;1104405335
60;31;0.7000;0.5;1104409803
60;28;0.6000;0.5;1104411583
31;29;0.8000;0.5;1104444283
31;32;0.3000;0.5;1104444411
85;27;0.9000;0.5;1104504312
85;33;0.7000;0.5;1104749778
2;35;0.9000;0.5;1106179206
12;32;0.6000;0.5;1111873473
17;33;0.8000;0.5;1104928492
24;34;0.6000;0.5;1105731587
24;31;0.7000;0.5;1105731856
27;34;1.0000;0.5;1105802865
8;35;0.7000;0.5;1105869684
100;32;0.5000;0.5;1106221153
8;32;0.3000;0.5;1106204733
60;43;0.6000;0.5;1106413261
8;42;0.7000;0.5;1106471665
96;29;0.7000;0.5;1106727091
119;43;0.9000;0.5;1106745257
100;26;0.7000;0.5;1106899167
100;44;0.6000;0.5;1106899836
124;43;0.8000;0.5;1106918328
119;29;0.9000;0.5;1107218133
119;42;0.8000;0.5;1107218792
112;33;0.7000;0.5;1107369888
112;34;1.0000;0.5;1107370158
112;42;0.7000;0.5;1107370547
96;42;0.8000;0.5;1107721379
100;46;0.8000;0.5;1107846277
31;46;0.6000;0.5;1107953363
31;48;0.7000;0.5;1108577058
100;50;0.9000;0.5;1108649526
100;49;0.9000;0.5;1108390235
60;49;0.7000;0.5;1108395842
60;48;0.8000;0.5;1108722067
24;50;0.7000;0.5;1109017006
100;53;0.6000;0.5;1109317661
158;53;1.0000;0.5;1109334228
160;53;0.7000;0.5;1109374571
162;44;0.5000;0.5;1109594404
167;33;0.9000;0.5;1109775991
167;31;0.7000;0.5;1109776223
167;34;0.5000;0.5;1109778682
167;29;0.7000;0.5;1109776666
167;42;0.4000;0.5;1109776801
167;28;0.8000;0.5;1109777004
167;43;0.3000;0.5;1109777188
167;53;0.7000;0.5;1109777410
167;35;0.9000;0.5;1109777633
167;49;0.8000;0.5;1109777836
167;50;0.6000;0.5;1109778058
167;48;0.5000;0.5;1109778374
167;46;0.8000;0.5;1109778904
167;24;0.8000;0.5;1109779267
100;88;0.8000;0.5;1109839833
12;88;0.6000;0.5;1109863437
167;88;0.3000;0.5;1111084967
119;26;0.9000;0.5;1110667660
197;32;0.7000;0.5;1110676092
208;33;0.9000;0.5;1110819263
96;53;0.7000;0.5;1111234058
60;87;0.7000;0.5;1111336829
230;50;0.7000;0.5;1111508621
169;50;1.0000;0.5;1117372462
100;90;0.8000;0.5;1111652393
12;53;0.8000;0.5;1111700804
244;91;0.9000;0.5;1111659369
100;91;0.6000;0.5;1111669938
246;44;0.8000;0.5;1111677721
251;33;0.9000;0.5;1111698506
143;103;0.5000;0.5;1112116662
100;96;1.0000;0.5;1111738864
100;36;0.7000;0.5;1111739143
12;94;1.0000;0.5;1111744676
12;103;0.8000;0.5;1111754001
253;103;1.0000;0.5;1111756660
72;90;0.7000;0.5;1119458663
254;103;0.7000;0.5;1111764418
12;96;0.5000;0.5;1111839147
60;96;0.6000;0.5;1113644311
37;103;0.4000;0.5;1111913775
